ngram,counts,freq
lingo,4,5.92297759929872e-06
lingonberry,1,1.48074439982468e-06
lingpa,1,1.48074439982468e-06
lington,1,1.48074439982468e-06
linguine,1,1.48074439982468e-06
linguistic,2,2.96148879964936e-06
linguistically,1,1.48074439982468e-06
linguistics,1,1.48074439982468e-06
lingus,1,1.48074439982468e-06
lining,15,1.62881883980715e-05
linings,1,1.48074439982468e-06
linit,1,1.48074439982468e-06
link,157,9.92098747882535e-05
linked,44,4.44223319947404e-05
linkedin,26,2.66533991968442e-05
linkin,3,2.96148879964936e-06
linking,19,2.36919103971949e-05
linkk,1,1.48074439982468e-06
linklater,2,2.96148879964936e-06
links,56,6.66334979921106e-05
linkshell,1,1.48074439982468e-06
linksi,1,1.48074439982468e-06
linksy,1,1.48074439982468e-06
linky,1,1.48074439982468e-06
linkytype,1,1.48074439982468e-06
linn,8,2.96148879964936e-06
linnell,1,1.48074439982468e-06
linneman,1,1.48074439982468e-06
linnemann,1,1.48074439982468e-06
linnton,1,1.48074439982468e-06
linnwilsonville,1,1.48074439982468e-06
linoleum,3,4.44223319947404e-06
linsane,1,1.48074439982468e-06
linsanity,4,5.92297759929872e-06
linsay,1,1.48074439982468e-06
lint,1,1.48074439982468e-06
lintel,1,1.48074439982468e-06
linton,1,1.48074439982468e-06
linum,1,1.48074439982468e-06
linus,1,1.48074439982468e-06
linux,5,5.92297759929872e-06
linz,1,1.48074439982468e-06
lioi,1,1.48074439982468e-06
lion,29,2.96148879964936e-05
lionakis,1,1.48074439982468e-06
lionel,4,5.92297759929872e-06
lioness,1,1.48074439982468e-06
lionesses,1,1.48074439982468e-06
lionfish,1,1.48074439982468e-06
lionheart,1,1.48074439982468e-06
lions,23,2.07304215975455e-05
lionsgate,4,5.92297759929872e-06
lip,16,2.07304215975455e-05
lipitor,2,2.96148879964936e-06
lipo,1,1.48074439982468e-06
lipodox,1,1.48074439982468e-06
liposuction,1,1.48074439982468e-06
lipp,1,1.48074439982468e-06
lippe,1,1.48074439982468e-06
lipper,1,1.48074439982468e-06
lippert,1,1.48074439982468e-06
lipping,1,1.48074439982468e-06
lipread,1,1.48074439982468e-06
lips,50,3.84993543954417e-05
lipsman,1,1.48074439982468e-06
lipstick,5,7.4037219991234e-06
lipsticks,1,1.48074439982468e-06
lipsynching,1,1.48074439982468e-06
liquefied,1,1.48074439982468e-06
liquefy,1,1.48074439982468e-06
liqueur,4,5.92297759929872e-06
liqueurs,1,1.48074439982468e-06
liquid,21,1.77689327978962e-05
liquidated,2,2.96148879964936e-06
liquidation,2,2.96148879964936e-06
liquidity,2,2.96148879964936e-06
liquids,4,5.92297759929872e-06
liquidum,1,1.48074439982468e-06
liquified,1,1.48074439982468e-06
liquigas,1,1.48074439982468e-06
liquor,20,2.66533991968442e-05
liquored,1,1.48074439982468e-06
liquors,1,1.48074439982468e-06
lira,1,1.48074439982468e-06
liriano,1,1.48074439982468e-06
lirr,1,1.48074439982468e-06
lis,1,1.48074439982468e-06
lisa,42,5.47875427935132e-05
lisabona,1,1.48074439982468e-06
lisamuch,1,1.48074439982468e-06
lisbeth,4,5.92297759929872e-06
lisbon,3,2.96148879964936e-06
lisitsa,1,1.48074439982468e-06
lism,1,1.48074439982468e-06
lissie,1,1.48074439982468e-06
list,363,0.00018361230557826
lista,1,1.48074439982468e-06
listed,48,4.44223319947404e-05
listen,199,0.000118459551985974
listened,41,3.55378655957923e-05
listener,8,8.88446639894808e-06
listeners,13,1.77689327978962e-05
listenin,1,1.48074439982468e-06
listening,195,0.000188054538777734
listeningto,1,1.48074439982468e-06
listens,10,1.33266995984221e-05
listeria,2,2.96148879964936e-06
listerine,1,1.48074439982468e-06
listing,28,3.10956323963183e-05
listings,8,1.18459551985974e-05
listining,1,1.48074439982468e-06
listofturnons,2,2.96148879964936e-06
liston,1,1.48074439982468e-06
lists,58,7.99601975905327e-05
listserv,2,1.48074439982468e-06
listservthefirstwire,1,1.48074439982468e-06
liszt,1,1.48074439982468e-06
lit,32,4.29415875949157e-05
litany,2,2.96148879964936e-06
litchfield,2,2.96148879964936e-06
lite,9,1.18459551985974e-05
liteary,1,1.48074439982468e-06
liter,9,1.03652107987728e-05
literacies,1,1.48074439982468e-06
literacy,8,1.18459551985974e-05
literal,15,1.48074439982468e-05
literalists,1,1.48074439982468e-06
literally,103,9.18061527891301e-05
literary,31,3.2576376796143e-05
literaryjournalism,1,1.48074439982468e-06
literate,4,5.92297759929872e-06
literature,20,2.66533991968442e-05
liters,1,1.48074439982468e-06
lites,1,1.48074439982468e-06
litfest,2,2.96148879964936e-06
litfuse,1,1.48074439982468e-06
lithe,1,1.48074439982468e-06
lithgow,2,1.48074439982468e-06
lithium,1,1.48074439982468e-06
lithiumrich,1,1.48074439982468e-06
lithographs,1,1.48074439982468e-06
litigants,1,1.48074439982468e-06
litigated,1,1.48074439982468e-06
litigating,1,1.48074439982468e-06
litigation,18,1.77689327978962e-05
litigators,1,1.48074439982468e-06
litigious,1,1.48074439982468e-06
litmus,2,1.48074439982468e-06
litquake,1,1.48074439982468e-06
litquote,1,1.48074439982468e-06
litre,4,5.92297759929872e-06
litsupport,1,1.48074439982468e-06
litter,11,1.03652107987728e-05
littered,6,5.92297759929872e-06
littering,3,2.96148879964936e-06
little,1350,0.000371666844355995
littlejunket,1,1.48074439982468e-06
littleliarsdotorgall,1,1.48074439982468e-06
littles,1,1.48074439982468e-06
littleseen,1,1.48074439982468e-06
littlest,3,2.96148879964936e-06
littlestudied,1,1.48074439982468e-06
littleton,1,1.48074439982468e-06
littlies,1,1.48074439982468e-06
liturgies,1,1.48074439982468e-06
liturgist,2,2.96148879964936e-06
liturgy,2,2.96148879964936e-06
litviak,1,1.48074439982468e-06
liu,4,5.92297759929872e-06
liuna,2,2.96148879964936e-06
liv,1,1.48074439982468e-06
livable,4,5.92297759929872e-06
live,637,0.000331686745560728
liveable,1,1.48074439982468e-06
liveaboard,1,1.48074439982468e-06
liveaction,3,4.44223319947404e-06
livealittle,1,1.48074439982468e-06
liveanimalsdangerous,1,1.48074439982468e-06
liveatcnet,1,1.48074439982468e-06
livechilling,1,1.48074439982468e-06
livecom,1,1.48074439982468e-06
lived,128,6.36720091924612e-05
livedsacrificing,1,1.48074439982468e-06
livefeed,1,1.48074439982468e-06
livefromtheunderground,1,1.48074439982468e-06
livein,1,1.48074439982468e-06
liveit,1,1.48074439982468e-06
livelihood,2,2.96148879964936e-06
livelihoods,2,2.96148879964936e-06
lively,11,1.48074439982468e-05
livemashups,1,1.48074439982468e-06
liver,23,2.51726547970196e-05
livermore,1,1.48074439982468e-06
liverpool,9,1.18459551985974e-05
livery,1,1.48074439982468e-06
lives,249,0.000127344018384922
livesbe,1,1.48074439982468e-06
livestake,1,1.48074439982468e-06
livestock,10,1.33266995984221e-05
livestreaming,2,2.96148879964936e-06
livethendusrcom,1,1.48074439982468e-06
livetweet,1,1.48074439982468e-06
livetweeting,4,5.92297759929872e-06
livetweets,1,1.48074439982468e-06
livework,1,1.48074439982468e-06
livid,1,1.48074439982468e-06
livin,4,5.92297759929872e-06
living,301,0.000180650816778611
livingdreams,1,1.48074439982468e-06
livinglula,1,1.48074439982468e-06
livingsocialcom,1,1.48074439982468e-06
livingston,2,2.96148879964936e-06
livingstone,5,4.44223319947404e-06
livingwage,1,1.48074439982468e-06
livonia,1,1.48074439982468e-06
liwat,1,1.48074439982468e-06
liz,12,1.77689327978962e-05
lizard,2,2.96148879964936e-06
lizardi,1,1.48074439982468e-06
lizardo,1,1.48074439982468e-06
lizbeth,1,1.48074439982468e-06
lizette,1,1.48074439982468e-06
lizo,1,1.48074439982468e-06
lizzi,2,2.96148879964936e-06
lizzie,3,4.44223319947404e-06
lizzy,2,2.96148879964936e-06
lj,4,5.92297759929872e-06
ljajic,3,4.44223319947404e-06
ljuba,2,2.96148879964936e-06
lk,3,4.44223319947404e-06
lkg,1,1.48074439982468e-06
lknight,1,1.48074439982468e-06
ll,11,8.88446639894808e-06
lla,1,1.48074439982468e-06
llah,1,1.48074439982468e-06
llama,1,1.48074439982468e-06
llancarfan,1,1.48074439982468e-06
llanerch,1,1.48074439982468e-06
llanos,1,1.48074439982468e-06
llc,18,2.51726547970196e-05
llcthe,1,1.48074439982468e-06
llewellyn,1,1.48074439982468e-06
llife,1,1.48074439982468e-06
llmfao,1,1.48074439982468e-06
lln,1,1.48074439982468e-06
llodra,2,2.96148879964936e-06
lloooong,1,1.48074439982468e-06
lloyd,12,1.18459551985974e-05
lloydbaker,1,1.48074439982468e-06
lloydjones,3,4.44223319947404e-06
lloyds,2,2.96148879964936e-06
llp,10,1.48074439982468e-05
lls,3,4.44223319947404e-06
llswhats,1,1.48074439982468e-06
llynnau,1,1.48074439982468e-06
lm,4,5.92297759929872e-06
lma,1,1.48074439982468e-06
lmao,144,0.000191016027577384
lmaogotta,1,1.48074439982468e-06
lmaoo,6,8.88446639894808e-06
lmaooo,4,5.92297759929872e-06
lmaoooo,3,4.44223319947404e-06
lmaooooo,1,1.48074439982468e-06
lmaooooooooo,1,1.48074439982468e-06
lmbo,7,1.03652107987728e-05
lmdc,1,1.48074439982468e-06
lmfaaao,1,1.48074439982468e-06
lmfaao,2,1.48074439982468e-06
lmfao,49,6.66334979921106e-05
lmfaoo,3,4.44223319947404e-06
lmfaoooooooooooooooooooooooooo,1,1.48074439982468e-06
lmfs,1,1.48074439982468e-06
lmk,1,1.48074439982468e-06
lml,3,4.44223319947404e-06
lmmfao,1,1.48074439982468e-06
lmn,1,1.48074439982468e-06
lms,5,7.4037219991234e-06
lmsunsig,1,1.48074439982468e-06
ln,7,1.03652107987728e-05
lna,1,1.48074439982468e-06
lng,1,1.48074439982468e-06
lnyhbt,1,1.48074439982468e-06
lo,17,1.77689327978962e-05
load,36,3.2576376796143e-05
loadcomplete,1,1.48074439982468e-06
loaded,35,3.99800987952664e-05
loader,1,1.48074439982468e-06
loaders,1,1.48074439982468e-06
loading,13,1.92496771977208e-05
loads,24,3.10956323963183e-05
loaf,16,1.92496771977208e-05
loafers,2,2.96148879964936e-06
loamy,1,1.48074439982468e-06
loan,53,4.29415875949157e-05
loaned,1,1.48074439982468e-06
loanee,1,1.48074439982468e-06
loaner,1,1.48074439982468e-06
loaning,1,1.48074439982468e-06
loans,59,6.21912647926366e-05
loasby,1,1.48074439982468e-06
loathe,6,8.88446639894808e-06
loathed,3,4.44223319947404e-06
loathing,1,1.48074439982468e-06
loathsome,1,1.48074439982468e-06
loaves,2,2.96148879964936e-06
lob,2,2.96148879964936e-06
lobato,1,1.48074439982468e-06
lobb,1,1.48074439982468e-06
lobbed,1,1.48074439982468e-06
lobbied,1,1.48074439982468e-06
lobbies,3,4.44223319947404e-06
lobby,21,1.77689327978962e-05
lobbying,13,1.33266995984221e-05
lobbyist,5,7.4037219991234e-06
lobbyists,9,1.33266995984221e-05
lobes,1,1.48074439982468e-06
lobos,4,4.44223319947404e-06
lobster,18,2.07304215975455e-05
lobsterbutter,1,1.48074439982468e-06
lobsters,1,1.48074439982468e-06
loc,1,1.48074439982468e-06
local,445,0.000244322825971072
locale,4,5.92297759929872e-06
locales,2,2.96148879964936e-06
localhoodca,1,1.48074439982468e-06
localised,2,2.96148879964936e-06
localish,1,1.48074439982468e-06
localism,1,1.48074439982468e-06
localities,1,1.48074439982468e-06
locality,1,1.48074439982468e-06
locallevel,1,1.48074439982468e-06
locally,11,1.62881883980715e-05
locallyowned,1,1.48074439982468e-06
localmind,1,1.48074439982468e-06
locals,12,1.03652107987728e-05
localup,1,1.48074439982468e-06
locane,1,1.48074439982468e-06
locasio,1,1.48074439982468e-06
locate,9,8.88446639894808e-06
located,63,6.36720091924612e-05
locating,3,4.44223319947404e-06
location,87,9.47676415887795e-05
locationbased,1,1.48074439982468e-06
locationit,1,1.48074439982468e-06
locations,39,4.73838207943898e-05
loch,4,4.44223319947404e-06
lochbaum,1,1.48074439982468e-06
lock,30,2.51726547970196e-05
locke,2,2.96148879964936e-06
locked,32,3.84993543954417e-05
locker,27,1.62881883980715e-05
lockerroom,1,1.48074439982468e-06
lockers,2,2.96148879964936e-06
lockett,3,2.96148879964936e-06
lockhart,1,1.48074439982468e-06
lockheed,2,2.96148879964936e-06
lockin,1,1.48074439982468e-06
locking,4,5.92297759929872e-06
locklin,1,1.48074439982468e-06
lockout,10,1.03652107987728e-05
lockpicking,1,1.48074439982468e-06
lockridge,2,2.96148879964936e-06
locks,11,1.62881883980715e-05
locksley,1,1.48074439982468e-06
locksmith,1,1.48074439982468e-06
lockup,1,1.48074439982468e-06
lockwood,1,1.48074439982468e-06
lockyer,2,2.96148879964936e-06
loco,1,1.48074439982468e-06
locomotive,5,5.92297759929872e-06
locust,1,1.48074439982468e-06
locusts,1,1.48074439982468e-06
lod,1,1.48074439982468e-06
lodge,15,1.77689327978962e-05
lodged,7,8.88446639894808e-06
lodging,4,5.92297759929872e-06
lodgings,2,2.96148879964936e-06
lodi,1,1.48074439982468e-06
lodlam,1,1.48074439982468e-06
loe,1,1.48074439982468e-06
loeb,2,2.96148879964936e-06
loesser,1,1.48074439982468e-06
loex,2,2.96148879964936e-06
loft,3,4.44223319947404e-06
lofted,3,4.44223319947404e-06
lofton,1,1.48074439982468e-06
lofts,1,1.48074439982468e-06
loftus,1,1.48074439982468e-06
lofty,4,5.92297759929872e-06
log,29,3.40571211959676e-05
logan,15,1.77689327978962e-05
loganrogersville,1,1.48074439982468e-06
loge,1,1.48074439982468e-06
logged,14,1.92496771977208e-05
loggers,1,1.48074439982468e-06
logging,9,1.18459551985974e-05
loggins,1,1.48074439982468e-06
loghe,1,1.48074439982468e-06
logic,13,1.33266995984221e-05
logical,13,1.62881883980715e-05
logically,3,4.44223319947404e-06
login,9,7.4037219991234e-06
logins,1,1.48074439982468e-06
logistical,2,2.96148879964936e-06
logistics,7,7.4037219991234e-06
logjam,1,1.48074439982468e-06
loglines,1,1.48074439982468e-06
logo,34,4.1460843195091e-05
logocolor,1,1.48074439982468e-06
logon,2,2.96148879964936e-06
logos,5,7.4037219991234e-06
logs,8,1.03652107987728e-05
lohan,4,2.96148879964936e-06
lohman,1,1.48074439982468e-06
lohmeyer,1,1.48074439982468e-06
lohr,1,1.48074439982468e-06
lohrmann,1,1.48074439982468e-06
lohse,4,5.92297759929872e-06
loi,1,1.48074439982468e-06
loin,5,4.44223319947404e-06
loins,3,4.44223319947404e-06
lois,7,1.03652107987728e-05
loiter,1,1.48074439982468e-06
loki,4,5.92297759929872e-06
loko,1,1.48074439982468e-06
loku,1,1.48074439982468e-06
lol,1227,0.00119347998625869
lola,5,7.4037219991234e-06
lolakers,1,1.48074439982468e-06
loland,2,2.96148879964936e-06
lolappreciate,1,1.48074439982468e-06
lolat,2,2.96148879964936e-06
lolbump,1,1.48074439982468e-06
lolcats,1,1.48074439982468e-06
lolcome,1,1.48074439982468e-06
loled,1,1.48074439982468e-06
lolhe,2,2.96148879964936e-06
loli,4,5.92297759929872e-06
lolich,1,1.48074439982468e-06
loling,2,2.96148879964936e-06
lolit,1,1.48074439982468e-06
lolita,5,7.4037219991234e-06
loll,4,5.92297759929872e-06
lollalive,1,1.48074439982468e-06
lollapalooza,1,1.48074439982468e-06
lollard,1,1.48074439982468e-06
lollards,1,1.48074439982468e-06
lollipop,5,5.92297759929872e-06
lollipops,1,1.48074439982468e-06
lollmao,1,1.48074439982468e-06
lollobrigida,1,1.48074439982468e-06
lollove,1,1.48074439982468e-06
lolly,1,1.48074439982468e-06
lolmexican,1,1.48074439982468e-06
lolnot,2,2.96148879964936e-06
lolol,12,1.77689327978962e-05
lololol,3,4.44223319947404e-06
lolololol,2,2.96148879964936e-06
lololololol,1,1.48074439982468e-06
lolololololol,1,1.48074439982468e-06
lolpersonally,1,1.48074439982468e-06
lolrt,2,2.96148879964936e-06
lolso,1,1.48074439982468e-06
lolsorry,1,0
lolthat,1,1.48074439982468e-06
lolu,1,1.48074439982468e-06
lolum,1,1.48074439982468e-06
lolwhat,1,1.48074439982468e-06
lolwhere,1,1.48074439982468e-06
lolwish,1,1.48074439982468e-06
lolwut,2,2.96148879964936e-06
lolxxx,1,1.48074439982468e-06
lolz,6,8.88446639894808e-06
loma,5,7.4037219991234e-06
lomas,1,1.48074439982468e-06
lombard,3,4.44223319947404e-06
lombardi,4,5.92297759929872e-06
lombardo,2,2.96148879964936e-06
lomculo,1,1.48074439982468e-06
lon,2,2.96148879964936e-06
london,98,5.92297759929872e-05
londonbound,1,1.48074439982468e-06
londzell,1,1.48074439982468e-06
lone,18,1.62881883980715e-05
loneeaglebowmencom,1,1.48074439982468e-06
loneliness,8,1.03652107987728e-05
lonely,32,2.81341435966689e-05
lonelyisland,1,1.48074439982468e-06
loner,1,1.48074439982468e-06
lonergan,1,1.48074439982468e-06
lonesome,3,4.44223319947404e-06
lonestar,1,1.48074439982468e-06
loney,2,2.96148879964936e-06
long,964,0.000330206001160904
longago,1,1.48074439982468e-06
longand,1,1.48074439982468e-06
longass,1,1.48074439982468e-06
longawaited,2,2.96148879964936e-06
longball,1,1.48074439982468e-06
longdead,1,1.48074439982468e-06
longeest,1,1.48074439982468e-06
longer,251,8.73639195896561e-05
longerall,1,1.48074439982468e-06
longerterm,1,1.48074439982468e-06
longest,23,5.92297759929872e-06
longestablished,1,1.48074439982468e-06
longestbamm,1,1.48074439982468e-06
longestrunning,2,2.96148879964936e-06
longestserving,1,1.48074439982468e-06
longeststanding,1,1.48074439982468e-06
longestsurviving,1,1.48074439982468e-06
longesttenured,1,1.48074439982468e-06
longevity,4,5.92297759929872e-06
longfin,1,1.48074439982468e-06
longform,1,1.48074439982468e-06
longhaired,1,1.48074439982468e-06
longheld,1,1.48074439982468e-06
longhorn,3,2.96148879964936e-06
longhorns,2,2.96148879964936e-06
longing,6,7.4037219991234e-06
longingly,1,1.48074439982468e-06
longish,1,1.48074439982468e-06
longitudinal,1,1.48074439982468e-06
longlost,1,1.48074439982468e-06
longmont,2,2.96148879964936e-06
longmonttheatreorg,1,1.48074439982468e-06
longnecks,1,1.48074439982468e-06
longrange,3,4.44223319947404e-06
longrunning,7,5.92297759929872e-06
longs,1,1.48074439982468e-06
longscheduled,1,1.48074439982468e-06
longshoremen,1,1.48074439982468e-06
longshot,2,2.96148879964936e-06
longso,1,1.48074439982468e-06
longspurs,1,1.48074439982468e-06
longstanding,6,8.88446639894808e-06
longstemmed,2,2.96148879964936e-06
longsuffering,1,1.48074439982468e-06
longsuspected,1,1.48074439982468e-06
longterm,44,4.59030763945651e-05
longtime,49,3.55378655957923e-05
longview,2,2.96148879964936e-06
longwave,1,1.48074439982468e-06
longwhats,1,1.48074439982468e-06
longwinded,1,1.48074439982468e-06
lonngggggg,1,1.48074439982468e-06
lonnie,1,1.48074439982468e-06
lonny,1,1.48074439982468e-06
loo,7,7.4037219991234e-06
looaw,1,1.48074439982468e-06
look,1044,0.000518260539938638
lookalike,2,2.96148879964936e-06
lookalikes,2,2.96148879964936e-06
looked,259,0.000158439650781241
looker,1,1.48074439982468e-06
lookin,22,2.66533991968442e-05
looking,792,0.000513818306739164
lookn,1,1.48074439982468e-06
lookofsky,1,1.48074439982468e-06
lookold,1,1.48074439982468e-06
lookout,9,4.44223319947404e-06
looks,398,0.000362782377957047
looksee,1,1.48074439982468e-06
lookssexuality,1,1.48074439982468e-06
lookup,1,1.48074439982468e-06
looky,1,1.48074439982468e-06
loom,6,8.88446639894808e-06
loomed,2,2.96148879964936e-06
looming,8,1.18459551985974e-05
loomis,1,1.48074439982468e-06
loompa,1,1.48074439982468e-06
looms,5,7.4037219991234e-06
loon,1,1.48074439982468e-06
looney,6,7.4037219991234e-06
loonng,1,1.48074439982468e-06
loonnggg,1,1.48074439982468e-06
loony,1,1.48074439982468e-06
loool,2,2.96148879964936e-06
looong,1,1.48074439982468e-06
looooong,2,2.96148879964936e-06
loooooove,1,1.48074439982468e-06
looooove,1,1.48074439982468e-06
loooove,1,1.48074439982468e-06
loop,35,3.55378655957923e-05
looped,2,2.96148879964936e-06
looper,1,1.48074439982468e-06
loophole,1,1.48074439982468e-06
loopholes,7,5.92297759929872e-06
looping,2,2.96148879964936e-06
loops,1,1.48074439982468e-06
loopy,1,1.48074439982468e-06
loor,1,1.48074439982468e-06
loos,2,1.48074439982468e-06
loose,55,5.33067983936885e-05
loosely,11,1.33266995984221e-05
loosen,7,7.4037219991234e-06
loosened,2,2.96148879964936e-06
loosening,1,1.48074439982468e-06
looser,1,1.48074439982468e-06
looses,1,1.48074439982468e-06
loosey,1,1.48074439982468e-06
loosh,3,1.48074439982468e-06
loosing,4,5.92297759929872e-06
loot,7,7.4037219991234e-06
looted,2,2.96148879964936e-06
looter,1,1.48074439982468e-06
looting,4,5.92297759929872e-06
looved,1,1.48074439982468e-06
lopate,1,1.48074439982468e-06
lopes,1,1.48074439982468e-06
lopez,25,3.10956323963183e-05
lopezes,1,1.48074439982468e-06
lopped,1,1.48074439982468e-06
lopresti,1,1.48074439982468e-06
lopsided,4,2.96148879964936e-06
lor,1,1.48074439982468e-06
lorain,10,1.18459551985974e-05
lorax,2,1.48074439982468e-06
lorca,1,1.48074439982468e-06
lorcamost,1,1.48074439982468e-06
lorcatwo,1,1.48074439982468e-06
lord,175,6.81142423919353e-05
lordie,1,1.48074439982468e-06
lordknows,1,1.48074439982468e-06
lords,5,5.92297759929872e-06
lordship,1,1.48074439982468e-06
lordstown,2,2.96148879964936e-06
lordwilling,1,1.48074439982468e-06
lordy,3,4.44223319947404e-06
lore,4,5.92297759929872e-06
lorelai,2,1.48074439982468e-06
lorelei,2,2.96148879964936e-06
loren,4,5.92297759929872e-06
lorenweismancom,1,1.48074439982468e-06
lorenz,1,1.48074439982468e-06
lorenzo,2,2.96148879964936e-06
loretta,1,1.48074439982468e-06
lori,12,1.77689327978962e-05
lorie,1,1.48074439982468e-06
lorimer,2,2.96148879964936e-06
lorino,3,4.44223319947404e-06
loris,1,1.48074439982468e-06
lorita,1,1.48074439982468e-06
lorna,1,1.48074439982468e-06
loro,1,1.48074439982468e-06
lorraine,2,2.96148879964936e-06
lorre,1,1.48074439982468e-06
lorry,1,1.48074439982468e-06
lortz,1,1.48074439982468e-06
los,121,7.4037219991234e-05
losangeles,2,2.96148879964936e-06
lose,214,0.000111055829986851
loser,24,1.18459551985974e-05
losers,7,1.03652107987728e-05
loses,22,2.96148879964936e-05
losethe,1,1.48074439982468e-06
losewin,1,1.48074439982468e-06
losin,3,2.96148879964936e-06
losing,108,0.000108094341187202
losos,1,1.48074439982468e-06
loss,170,0.000112536574386676
losseing,1,1.48074439982468e-06
losses,53,5.92297759929872e-05
lossi,1,1.48074439982468e-06
lossmaking,1,1.48074439982468e-06
lossy,1,1.48074439982468e-06
lost,412,0.000270976225167916
lostchristmas,1,1.48074439982468e-06
lostinyonkers,1,1.48074439982468e-06
lot,883,5.03453095940391e-05
lota,1,1.48074439982468e-06
lotbut,1,1.48074439982468e-06
lotion,12,1.77689327978962e-05
lotnicze,1,1.48074439982468e-06
loto,1,1.48074439982468e-06
lotos,1,1.48074439982468e-06
lotr,2,2.96148879964936e-06
lots,244,0.000232476870772475
lotsa,1,1.48074439982468e-06
lott,1,1.48074439982468e-06
lotta,7,2.96148879964936e-06
lotte,1,1.48074439982468e-06
lotteries,1,1.48074439982468e-06
lottery,23,2.51726547970196e-05
lottie,1,1.48074439982468e-06
lotto,6,7.4037219991234e-06
lotus,5,7.4037219991234e-06
lotv,1,1.48074439982468e-06
lotyet,1,1.48074439982468e-06
lou,18,2.51726547970196e-05
loub,1,1.48074439982468e-06
louboutin,3,4.44223319947404e-06
loud,85,5.92297759929872e-05
louder,14,1.77689327978962e-05
loudest,5,1.48074439982468e-06
loudhonest,1,1.48074439982468e-06
loudly,13,1.92496771977208e-05
loudmouth,1,1.48074439982468e-06
loudon,1,1.48074439982468e-06
loudoun,1,1.48074439982468e-06
loudspeaker,2,1.48074439982468e-06
loudthis,1,1.48074439982468e-06
loughery,1,1.48074439982468e-06
loughner,1,1.48074439982468e-06
louie,3,4.44223319947404e-06
louis,166,4.88645651942144e-05
louisa,1,1.48074439982468e-06
louisan,1,1.48074439982468e-06
louisans,2,1.48074439982468e-06
louisarea,2,1.48074439982468e-06
louisdreyfus,1,1.48074439982468e-06
louise,10,1.48074439982468e-05
louisiana,20,1.92496771977208e-05
louisianalafayette,1,1.48074439982468e-06
louispittsburgh,1,1.48074439982468e-06
louisville,33,3.84993543954417e-05
louisvillians,1,1.48074439982468e-06
loukas,1,1.48074439982468e-06
lounge,35,5.03453095940391e-05
loungejazz,1,1.48074439982468e-06
loungekeep,1,1.48074439982468e-06
lounges,2,2.96148879964936e-06
lounging,3,4.44223319947404e-06
lourde,1,1.48074439982468e-06
lourdes,1,1.48074439982468e-06
lousewort,2,2.96148879964936e-06
louseworts,1,1.48074439982468e-06
lousy,5,7.4037219991234e-06
louts,1,1.48074439982468e-06
louvers,1,1.48074439982468e-06
loux,1,1.48074439982468e-06
lovable,4,4.44223319947404e-06
lovably,1,1.48074439982468e-06
lovatics,1,1.48074439982468e-06
lovato,2,1.48074439982468e-06
love,2734,0.000885485151095159
loveable,1,1.48074439982468e-06
loveall,1,1.48074439982468e-06
loveandwar,1,1.48074439982468e-06
lovearod,1,1.48074439982468e-06
lovebeerborough,1,1.48074439982468e-06
lovebirds,1,1.48074439982468e-06
loveblove,1,1.48074439982468e-06
lovebox,3,1.48074439982468e-06
lovechildren,1,1.48074439982468e-06
loved,274,0.000156958906381416
lovee,6,7.4037219991234e-06
loveenjoy,1,1.48074439982468e-06
lovefest,1,1.48074439982468e-06
lovefilm,1,1.48074439982468e-06
lovehate,4,4.44223319947404e-06
loveher,1,1.48074439982468e-06
lovehiphop,1,1.48074439982468e-06
lovei,1,1.48074439982468e-06
loveit,1,1.48074439982468e-06
loveland,3,4.44223319947404e-06
loveless,1,1.48074439982468e-06
lovelier,2,2.96148879964936e-06
lovelies,2,2.96148879964936e-06
lovely,150,9.03254083893055e-05
lovelys,1,1.48074439982468e-06
lovelyy,1,1.48074439982468e-06
lovemaking,1,1.48074439982468e-06
lovemylife,1,1.48074439982468e-06
loveo,1,1.48074439982468e-06
loveofmylife,1,1.48074439982468e-06
loveperiod,1,1.48074439982468e-06
lover,25,3.10956323963183e-05
loverboy,1,1.48074439982468e-06
loverespect,1,1.48074439982468e-06
loveridge,1,1.48074439982468e-06
lovers,33,4.29415875949157e-05
loves,151,0.000105132852387552
loveseat,1,1.48074439982468e-06
lovesick,1,1.48074439982468e-06
lovest,1,1.48074439982468e-06
lovethem,1,1.48074439982468e-06
lovetrack,1,1.48074439982468e-06
lovetrioso,1,1.48074439982468e-06
lovett,1,1.48074439982468e-06
lovevoodoo,1,1.48074439982468e-06
lovey,1,1.48074439982468e-06
loveydovey,1,1.48074439982468e-06
loveyou,1,1.48074439982468e-06
loveyougurrll,1,1.48074439982468e-06
lovez,1,1.48074439982468e-06
lovie,4,5.92297759929872e-06
loviee,1,1.48074439982468e-06
lovin,18,2.36919103971949e-05
loving,112,0.000108094341187202
lovingkindness,1,1.48074439982468e-06
lovingly,6,8.88446639894808e-06
lovinn,1,1.48074439982468e-06
lovley,1,1.48074439982468e-06
lovveee,1,1.48074439982468e-06
low,192,0.000134747740384046
lowball,1,1.48074439982468e-06
lowbballiqcory,1,1.48074439982468e-06
lowbudget,1,1.48074439982468e-06
lowcarbon,1,1.48074439982468e-06
lowcost,3,4.44223319947404e-06
lowcut,1,1.48074439982468e-06
lowder,2,2.96148879964936e-06
lowe,7,8.88446639894808e-06
lowel,1,1.48074439982468e-06
lowell,5,7.4037219991234e-06
lowen,2,2.96148879964936e-06
lowenergy,1,1.48074439982468e-06
lower,134,9.03254083893055e-05
lowered,12,1.77689327978962e-05
